id,y_true,y_pred,lo,hi
1,4.596920967102051,4.867229461669922,4.086002518148983,5.648456405190861
10,1.7916760444641113,1.55902099609375,0.7777940525728114,2.3402479396146885
103,8.690258026123047,10.634033203125,9.852806259604062,11.415260146645938
11,2.452816963195801,2.703857421875,1.9226304783540615,3.4850843653959385
113,1.970270037651062,2.0859375,1.3047105564790615,2.8671644435209385
116,8.224547386169434,6.478477478027344,5.697250534506405,7.259704421548283
129,4.360132217407227,4.58526611328125,3.8040391697603115,5.366493056802189
132,8.712574005126953,8.511962890625,7.730735947104061,9.293189834145938
160,3.4205689430236816,3.764404296875,2.9831773533540615,4.545631240395939
162,7.444029808044434,7.69488525390625,6.913658310385311,8.476112197427188
163,6.186408996582031,6.31207275390625,5.530845810385311,7.093299697427189
184,5.754227161407471,6.0792236328125,5.297996689291561,6.860450576333439
199,5.492950916290283,5.16864013671875,4.387413193197811,5.949867080239689
216,4.7197442054748535,5.030120849609375,4.248893906088436,5.811347793130314
217,7.575884819030762,6.381103515625,5.599876572104061,7.162330459145939
222,4.998966217041016,4.45281982421875,3.6715928806978115,5.234046767739689
223,5.340489864349365,5.634521484375,4.853294540854061,6.415748427895939
226,3.948111057281494,4.2327880859375,3.4515611424165615,5.014015029458439
236,3.4955270290374756,3.4982147216796875,2.716987778158749,4.279441665200626
238,6.157790184020996,5.93572998046875,5.154503036947811,6.716956923989689
249,5.4104461669921875,5.7974853515625,5.016258408041561,6.578712295083439
252,6.574048042297363,5.60687255859375,4.825645615072811,6.388099502114689
261,5.3792619705200195,5.5706787109375,4.789451767416561,6.351905654458439
265,6.598658084869385,5.40350341796875,4.622276474447811,6.184730361489689
267,5.704744815826416,6.0498046875,5.268577743979061,6.831031631020939
269,5.772295951843262,6.039337158203125,5.258110214682186,6.820564101724064
271,1.413017988204956,1.3925256729125977,0.6112987293916591,2.173752616433536
274,5.887199878692627,6.263671875,5.482444931479061,7.044898818520939
278,3.782357931137085,4.697265625,3.9160386814790615,5.478492568520939
286,3.2788760662078857,3.3367919921875,2.5555650486665615,4.118018935708439
295,4.40424919128418,4.346923828125,3.5656968846040615,5.128150771645939
296,3.259704113006592,2.9085693359375,2.1273423924165615,3.6897962794584385
298,5.139557838439941,4.49755859375,3.7163316502290615,5.278785537270939
303,5.783337116241455,6.569580078125,5.788353134604061,7.350807021645939
304,2.3328781127929688,2.7159347534179688,1.9347078098970303,3.497161696938907
312,3.2219290733337402,3.1417236328125,2.3604966892915615,3.9229505763334385
315,1.2670869827270508,1.2945556640625,0.5133287205415614,2.0757826075834385
316,1.2670830488204956,1.2926025390625,0.5113755955415614,2.0738294825834385
326,4.701609134674072,5.3603515625,4.579124618979061,6.141578506020939
33,8.322854042053223,8.0703125,7.289085556479061,8.851539443520938
342,6.278030872344971,6.10595703125,5.324730087729061,6.887183974770939
