id,bucket,y_true,y_pred,lo,hi
1,mid,4.596920967102051,4.867229461669922,4.125350244583622,5.609108678756222
10,low,1.7916760444641113,1.55902099609375,1.0523987718530603,2.0656432203344397
103,high,8.690258026123047,10.634033203125,9.208957886695861,12.059108519554139
11,low,2.452816963195801,2.703857421875,2.1972351976343103,3.2104796461156897
113,low,1.970270037651062,2.0859375,1.5793152757593103,2.5925597242406897
116,high,8.224547386169434,6.478477478027344,5.053402161598205,7.903552794456482
129,mid,4.360132217407227,4.58526611328125,3.84338689619495,5.32714533036755
132,high,8.712574005126953,8.511962890625,7.0868875741958615,9.937038207054139
160,low,3.4205689430236816,3.764404296875,3.2577820726343103,4.271026521115689
162,high,7.444029808044434,7.69488525390625,6.2698099374771115,9.119960570335389
163,mid,6.186408996582031,6.31207275390625,5.57019353681995,7.05395197099255
184,mid,5.754227161407471,6.0792236328125,5.3373444157262,6.8211028498988
199,mid,5.492950916290283,5.16864013671875,4.42676091963245,5.91051935380505
216,mid,4.7197442054748535,5.030120849609375,4.288241632523075,5.772000066695675
217,high,7.575884819030762,6.381103515625,4.9560281991958615,7.8061788320541385
222,mid,4.998966217041016,4.45281982421875,3.71094060713245,5.19469904130505
223,mid,5.340489864349365,5.634521484375,4.8926422672887,6.3764007014613
226,low,3.948111057281494,4.2327880859375,3.7261658616968103,4.739410310178189
236,low,3.4955270290374756,3.4982147216796875,2.991592497438998,4.004836945920377
238,mid,6.157790184020996,5.93572998046875,5.19385076338245,6.67760919755505
249,mid,5.4104461669921875,5.7974853515625,5.0556061344762,6.5393645686488
252,mid,6.574048042297363,5.60687255859375,4.86499334150745,6.34875177568005
261,mid,5.3792619705200195,5.5706787109375,4.8287994938512,6.3125579280238
265,mid,6.598658084869385,5.40350341796875,4.66162420088245,6.14538263505505
267,mid,5.704744815826416,6.0498046875,5.3079254704137,6.7916839045863
269,mid,5.772295951843262,6.039337158203125,5.297457941116825,6.781216375289425
271,low,1.413017988204956,1.3925256729125977,0.8859034486719081,1.8991478971532874
274,mid,5.887199878692627,6.263671875,5.5217926579137,7.0055510920863
278,low,3.782357931137085,4.697265625,4.190643400759311,5.203887849240689
286,low,3.2788760662078857,3.3367919921875,2.8301697679468103,3.8434142164281897
295,mid,4.40424919128418,4.346923828125,3.6050446110387,5.0888030452113
296,low,3.259704113006592,2.9085693359375,2.4019471116968103,3.4151915601781897
298,mid,5.139557838439941,4.49755859375,3.7556793766637,5.2394378108363
303,mid,5.783337116241455,6.569580078125,5.8277008610387,7.3114592952113
304,low,2.3328781127929688,2.7159347534179688,2.209312529177279,3.2225569776586585
312,low,3.2219290733337402,3.1417236328125,2.6351014085718103,3.6483458570531897
315,low,1.2670869827270508,1.2945556640625,0.7879334398218104,1.8011778883031897
316,low,1.2670830488204956,1.2926025390625,0.7859803148218104,1.7992247633031897
326,mid,4.701609134674072,5.3603515625,4.6184723454137,6.1022307795863
33,high,8.322854042053223,8.0703125,6.6452371835708615,9.495387816429139
342,mid,6.278030872344971,6.10595703125,5.3640778141637,6.8478362483363
345,mid,4.768634796142578,4.388519287109375,3.646640070023075,5.130398504195675
349,mid,6.376077175140381,5.7613525390625,5.0194733219762,6.5032317561488
350,low,0.0,0.309814453125,-0.1968077711156896,0.8164366773656896
354,mid,5.321630001068115,6.2901611328125,5.5482819157262,7.0320403498988
363,mid,5.321631908416748,6.2919921875,5.5501129704137,7.0338714045863
366,mid,5.321630954742432,6.294921875,5.5530426579137,7.0368010920863
367,mid,5.321633815765381,6.29443359375,5.5525543766637,7.0363128108363
376,mid,7.1283721923828125,6.765838623046875,6.023959405960575,7.507717840133175
385,high,7.555100917816162,7.5938720703125,6.1687967538833615,9.018947386741639
389,mid,6.449330806732178,6.41748046875,5.6756012516637,7.1593596858363
397,high,10.096921920776367,11.296142578125,9.871067261695861,12.721217894554139
399,mid,5.808962821960449,5.64208984375,4.9002106266637,6.3839690608363
407,mid,7.26249885559082,7.441650390625,6.6997711735387,8.1835296077113
409,high,9.918815612792969,9.4384765625,8.013401246070861,10.863551878929139
411,high,7.715030193328857,6.939117431640625,5.5140421152114865,8.364192748069764
423,mid,5.222814083099365,5.271728515625,4.5298492985387,6.0136077327113
430,mid,5.796357154846191,6.20635986328125,5.46448064619495,6.94823908036755
446,mid,5.862915992736816,5.55419921875,4.8123200016637,6.2960784358363
456,mid,4.921616077423096,4.7762451171875,4.0343659001012,5.5181243342738
458,high,8.486948013305664,7.9722900390625,6.5472147226333615,9.397365355491639
459,high,9.085283279418945,8.878921508789062,7.453846192359924,10.303996825218201
460,mid,7.04791784286499,7.238525390625,6.4966461735387,7.9804046077113
466,high,7.507966995239258,7.8843994140625,6.4593240976333615,9.309474730491639
472,mid,5.591069221496582,5.692626953125,4.9507477360387,6.4345061702113
482,high,8.32131576538086,7.6953125,6.2702371835708615,9.120387816429139
5,high,7.94283390045166,7.87890625,6.4538309335708615,9.303981566429139
50,high,9.311030387878418,9.41015625,7.9850809335708615,10.835231566429139
500,mid,5.176599979400635,5.14013671875,4.3982575016637,5.8820159358363
516,high,7.759023189544678,8.631362915039062,7.206287598609924,10.056438231468201
519,mid,6.199240207672119,6.178955078125,5.4370758610387,6.9208342952113
520,high,8.486947059631348,7.9698486328125,6.5447733163833615,9.394923949241639
527,high,9.470436096191406,10.869873046875,9.444797730445861,12.294948363304139
542,mid,6.4307990074157715,6.519500732421875,5.777621515335575,7.261379949508175
545,mid,5.951415061950684,5.18524169921875,4.44336248213245,5.92712091630505
555,high,13.488109588623047,12.400054931640625,10.974979615211486,13.825130248069764
559,high,7.336153030395508,6.006103515625,4.5810281991958615,7.4311788320541385
568,mid,6.082428932189941,6.084716796875,5.3428375797887,6.8265960139613
576,low,3.5094640254974365,3.357666015625,2.8510437913843103,3.8642882398656897
580,high,8.600900650024414,8.607177734375,7.1821024179458615,10.032253050804139
60,mid,6.094051837921143,6.2679443359375,5.5260651188512,7.0098235530238
61,high,9.98331356048584,9.9959716796875,8.570896363258361,11.421046996116639
610,mid,6.55934476852417,6.13446044921875,5.39258123213245,6.87633966630505
611,mid,6.261774063110352,6.14404296875,5.4021637516637,6.8859221858363
619,mid,4.175909042358398,4.16314697265625,3.42126775556995,4.90502618974255
629,high,10.032976150512695,10.123046875,8.697971558570861,11.548122191429139
632,mid,5.604395866394043,6.088134765625,5.3462555485387,6.8300139827113
635,high,18.338836669921875,14.681640625,13.256565308570861,16.106715941429137
647,mid,4.3270039558410645,5.027543544769287,4.285664327682987,5.769422761855587
655,mid,5.651134014129639,5.354095458984375,4.612216241898075,6.095974676070675
664,mid,4.588153839111328,4.147705078125,3.4058258610387,4.8895842952113
673,mid,4.4319610595703125,4.284423828125,3.5425446110387,5.0263030452113
683,mid,5.710062026977539,5.701171875,4.9592926579137,6.4430510920863
689,low,2.97865891456604,3.0352706909179688,2.528648466677279,3.5418929151586585
69,mid,6.038045883178711,10.9130859375,10.1712067204137,11.6549651545863
692,low,2.5224359035491943,2.61083984375,2.1042176195093103,3.1174620679906897
70,mid,6.034568786621094,8.0478515625,7.3059723454137,8.7897307795863
705,low,3.3247299194335938,3.659984588623047,3.153362364382357,4.166606812863736
708,low,2.6951749324798584,2.2923583984375,1.7857361741968103,2.7989806226781897
71,high,9.490788459777832,9.174560546875,7.7494852304458615,10.599635863304139
713,low,3.379287004470825,2.6322021484375,2.1255799241968103,3.1388243726781897
714,mid,5.0543341636657715,4.475830078125,3.7339508610387,5.2177092952113
715,low,3.7608489990234375,3.779083251953125,3.2724610277124353,4.285705476193814
728,mid,4.3055949211120605,4.5361328125,3.7942535954137,5.2780120295863
730,low,3.1198089122772217,2.896697998046875,2.3900757738061853,3.4033202222875647
734,mid,4.68071985244751,4.42138671875,3.6795075016637,5.1632659358363
736,mid,4.51662015914917,4.482452392578125,3.740573175491825,5.224331609664425
739,mid,4.547953128814697,5.6664886474609375,4.9246094303746375,6.4083678645472375
75,mid,4.563942909240723,4.601806640625,3.8599274235387,5.3436858577113
756,mid,5.589355945587158,3.7183837890625,2.9765045719762,4.4602630061488
765,high,8.195388793945312,8.2073974609375,6.7823221445083615,9.632472777366639
766,mid,6.50816011428833,6.575706481933594,5.833827264847294,7.317585699019894
769,mid,6.174164772033691,6.18505859375,5.4431793766637,6.9269378108363
771,mid,5.03973913192749,5.394340515136719,4.652461298050419,6.136219732223019
782,low,2.8777780532836914,2.8907470703125,2.3841248460718103,3.3973692945531897
783,high,7.571174144744873,8.57659912109375,7.1515238046646115,10.001674437522889
791,high,9.371173858642578,8.47412109375,7.0490457773208615,9.899196410179139
800,high,10.367213249206543,10.40234375,8.977268433570861,11.827419066429139
812,high,12.327665328979492,12.11767578125,10.692600464820861,13.542751097679139
815,low,1.8265600204467773,2.3229522705078125,1.8163300462671228,2.829574494748502
820,low,3.718540906906128,3.140380859375,2.6337586351343103,3.6470030836156897
821,low,1.5330009460449219,1.503173828125,0.9965516038843104,2.0097960523656897
822,mid,5.503011226654053,6.18115234375,5.4392731266637,6.9230315608363
827,mid,6.68407678604126,6.69830322265625,5.95642400556995,7.44018243974255
840,mid,4.427628993988037,4.00994873046875,3.26806951338245,4.75182794755505
843,mid,4.9364190101623535,5.09088134765625,4.34900213056995,5.83276056474255
845,mid,4.892737865447998,5.071533203125,4.3296539860387,5.8134124202113
854,low,3.9711380004882812,4.10302734375,3.5964051195093103,4.609649567990689
859,high,12.40870475769043,12.4697265625,11.044651246070861,13.894801878929139
860,low,3.5616331100463867,3.6619873046875,3.1553650804468103,4.168609528928189
861,high,12.327664375305176,12.11767578125,10.692600464820861,13.542751097679139
863,high,12.327665328979492,12.107177734375,10.682102417945861,13.532253050804139
864,high,12.327665328979492,12.114990234375,10.689914917945861,13.540065550804139
868,high,12.40870475769043,12.45703125,11.031955933570861,13.882106566429139
871,low,3.4739890098571777,3.5803756713867188,3.073753447146029,4.086997895627408
88,high,7.975595951080322,7.318748474121094,5.893673157691955,8.743823790550232
885,mid,4.206860065460205,4.6166534423828125,3.8747742252965125,5.3585326594691125
888,low,1.616603970527649,1.4624557495117188,0.9558335252710292,1.9690779737524085
890,low,2.820106029510498,2.375286102294922,1.8686638780542322,2.8819083265356116
895,low,3.3161089420318604,3.3156280517578125,2.809005827517123,3.822250275998502
909,mid,5.739401817321777,6.08673095703125,5.34485173994495,6.82861017411755
912,mid,6.622676849365234,7.452392578125,6.7105133610387,8.1942717952113
913,high,12.298062324523926,10.5361328125,9.111057496070861,11.961208128929139
918,low,1.2670860290527344,1.2955322265625,0.7889100023218104,1.8021544508031897
919,low,1.3281519412994385,1.4346923828125,0.9280701585718104,1.9413146070531897
928,low,2.037277936935425,1.85748291015625,1.3508606859155603,2.3641051343969397
934,low,1.2670860290527344,1.297149658203125,0.7905274339624354,1.8037718824438147
947,low,1.364374041557312,1.077239990234375,0.5706177659936854,1.5838622144750647
948,low,2.29168701171875,3.111358642578125,2.6047364183374353,3.6179808668188147
951,mid,5.077001094818115,5.739044189453125,4.997164972366825,6.480923406539425
955,mid,7.248974800109863,6.61865234375,5.8767731266637,7.3605315608363
962,high,11.441338539123535,11.1912841796875,9.766208863258361,12.616359496116639
99,high,10.543944358825684,10.278076171875,8.853000855445861,11.703151488304139
995,mid,6.577536106109619,7.3236083984375,6.5817291813512,8.0654876155238
997,mid,4.452600002288818,4.435760498046875,3.693881280960575,5.177639715133175
