id,y_true,y_pred,lo,hi
1,4.596920967102051,4.867229461669922,3.7524526708266315,5.982006252513212
10,1.7916760444641113,1.55902099609375,0.4442442052504596,2.6737977869370404
103,8.690258026123047,10.634033203125,9.51925641228171,11.74880999396829
11,2.452816963195801,2.703857421875,1.5890806310317096,3.8186342127182904
113,1.970270037651062,2.0859375,0.9711607091567096,3.2007142908432904
116,8.224547386169434,6.478477478027344,5.363700687184053,7.593254268870634
129,4.360132217407227,4.58526611328125,3.4704893224379596,5.70004290412454
132,8.712574005126953,8.511962890625,7.39718609978171,9.62673968146829
160,3.4205689430236816,3.764404296875,2.6496275060317096,4.87918108771829
162,7.444029808044434,7.69488525390625,6.58010846306296,8.80966204474954
163,6.186408996582031,6.31207275390625,5.19729596306296,7.42684954474954
184,5.754227161407471,6.0792236328125,4.96444684196921,7.19400042365579
199,5.492950916290283,5.16864013671875,4.05386334587546,6.28341692756204
216,4.7197442054748535,5.030120849609375,3.9153440587660846,6.144897640452665
217,7.575884819030762,6.381103515625,5.26632672478171,7.49588030646829
222,4.998966217041016,4.45281982421875,3.3380430333754596,5.56759661506204
223,5.340489864349365,5.634521484375,4.51974469353171,6.74929827521829
226,3.948111057281494,4.2327880859375,3.1180112950942096,5.34756487678079
236,3.4955270290374756,3.4982147216796875,2.383437930836397,4.612991512522978
238,6.157790184020996,5.93572998046875,4.82095318962546,7.05050677131204
249,5.4104461669921875,5.7974853515625,4.68270856071921,6.91226214240579
252,6.574048042297363,5.60687255859375,4.49209576775046,6.72164934943704
261,5.3792619705200195,5.5706787109375,4.45590192009421,6.68545550178079
265,6.598658084869385,5.40350341796875,4.28872662712546,6.51828020881204
267,5.704744815826416,6.0498046875,4.93502789665671,7.16458147834329
269,5.772295951843262,6.039337158203125,4.924560367359835,7.154113949046415
271,1.413017988204956,1.3925256729125977,0.27774888206930726,2.507302463755888
274,5.887199878692627,6.263671875,5.14889508415671,7.37844866584329
278,3.782357931137085,4.697265625,3.5824888341567096,5.81204241584329
286,3.2788760662078857,3.3367919921875,2.2220152013442096,4.45156878303079
295,4.40424919128418,4.346923828125,3.2321470372817096,5.46170061896829
296,3.259704113006592,2.9085693359375,1.7937925450942096,4.02334612678079
298,5.139557838439941,4.49755859375,3.3827818029067096,5.61233538459329
303,5.783337116241455,6.569580078125,5.45480328728171,7.68435686896829
304,2.3328781127929688,2.7159347534179688,1.6011579625746784,3.830711544261259
312,3.2219290733337402,3.1417236328125,2.0269468419692096,4.25650042365579
315,1.2670869827270508,1.2945556640625,0.1797788732192096,2.4093324549057904
316,1.2670830488204956,1.2926025390625,0.1778257482192096,2.4073793299057904
326,4.701609134674072,5.3603515625,4.24557477165671,6.47512835334329
33,8.322854042053223,8.0703125,6.95553570915671,9.18508929084329
342,6.278030872344971,6.10595703125,4.99118024040671,7.22073382209329
345,4.768634796142578,4.388519287109375,3.2737424962660846,5.503296077952665
349,6.376077175140381,5.7613525390625,4.64657574821921,6.87612932990579
350,0.0,0.309814453125,-0.8049623377182904,1.4245912439682904
354,5.321630001068115,6.2901611328125,5.17538434196921,7.40493792365579
363,5.321631908416748,6.2919921875,5.17721539665671,7.40676897834329
366,5.321630954742432,6.294921875,5.18014508415671,7.40969866584329
367,5.321633815765381,6.29443359375,5.17965680290671,7.40921038459329
376,7.1283721923828125,6.765838623046875,5.651061832203585,7.880615413890165
385,7.555100917816162,7.5938720703125,6.47909527946921,8.70864886115579
389,6.449330806732178,6.41748046875,5.30270367790671,7.53225725959329
397,10.096921920776367,11.296142578125,10.18136578728171,12.41091936896829
399,5.808962821960449,5.64208984375,4.52731305290671,6.75686663459329
407,7.26249885559082,7.441650390625,6.32687359978171,8.55642718146829
409,9.918815612792969,9.4384765625,8.32369977165671,10.55325335334329
411,7.715030193328857,6.939117431640625,5.824340640797335,8.053894222483915
423,5.222814083099365,5.271728515625,4.15695172478171,6.38650530646829
430,5.796357154846191,6.20635986328125,5.09158307243796,7.32113665412454
446,5.862915992736816,5.55419921875,4.43942242790671,6.66897600959329
456,4.921616077423096,4.7762451171875,3.6614683263442096,5.89102190803079
458,8.486948013305664,7.9722900390625,6.85751324821921,9.08706682990579
459,9.085283279418945,8.878921508789062,7.764144717945772,9.993698299632353
460,7.04791784286499,7.238525390625,6.12374859978171,8.35330218146829
466,7.507966995239258,7.8843994140625,6.76962262321921,8.99917620490579
472,5.591069221496582,5.692626953125,4.57785016228171,6.80740374396829
482,8.32131576538086,7.6953125,6.58053570915671,8.81008929084329
5,7.94283390045166,7.87890625,6.76412945915671,8.99368304084329
50,9.311030387878418,9.41015625,8.29537945915671,10.52493304084329
500,5.176599979400635,5.14013671875,4.02535992790671,6.25491350959329
516,7.759023189544678,8.631362915039062,7.516586124195772,9.746139705882353
519,6.199240207672119,6.178955078125,5.06417828728171,7.29373186896829
520,8.486947059631348,7.9698486328125,6.85507184196921,9.08462542365579
527,9.470436096191406,10.869873046875,9.75509625603171,11.98464983771829
542,6.4307990074157715,6.519500732421875,5.404723941578585,7.634277523265165
545,5.951415061950684,5.18524169921875,4.07046490837546,6.30001849006204
