id,y_true,y_pred,lo,hi
1,4.596920967102051,5.070556640625,3.914708221659941,6.226405059590059
10,1.7916760444641113,2.0093994140625,0.8535509950974409,3.165247833027559
103,8.690258026123047,10.08642578125,8.930577362284941,11.242274200215059
11,2.452816963195801,2.48980712890625,1.333958709941191,3.645655547871309
113,1.970270037651062,2.060546875,0.9046984560349409,3.216395293965059
116,8.224547386169434,6.33892822265625,5.183079803691191,7.494776641621309
129,4.360132217407227,5.2553558349609375,4.099507415995879,6.411204253925996
132,8.712574005126953,8.5072021484375,7.351353729472441,9.663050567402559
160,3.4205689430236816,3.787445068359375,2.631596649394316,4.943293487324434
162,7.444029808044434,8.290557861328125,7.134709442363066,9.446406280293184
163,6.186408996582031,6.145561218261719,4.98971279929666,7.301409637226778
184,5.754227161407471,5.8665771484375,4.710728729472441,7.022425567402559
199,5.492950916290283,5.26861572265625,4.112767303691191,6.424464141621309
216,4.7197442054748535,4.658935546875,3.503087127909941,5.814783965840059
217,7.575884819030762,5.6240739822387695,4.468225563273711,6.779922401203828
222,4.998966217041016,4.84375,3.687901581034941,5.999598418965059
223,5.340489864349365,5.787321090698242,4.631472671733183,6.943169509663301
226,3.948111057281494,4.1291961669921875,2.9733477480271286,5.285044585957246
236,3.4955270290374756,3.6289520263671875,2.4731036074021286,4.784800445332246
238,6.157790184020996,5.920188903808594,4.764340484843535,7.076037322773653
249,5.4104461669921875,5.8287353515625,4.672886932597441,6.984583770527559
252,6.574048042297363,5.731689453125,4.575841034159941,6.887537872090059
261,5.3792619705200195,4.6273193359375,3.471470916972441,5.783167754902559
265,6.598658084869385,5.3701171875,4.214268768534941,6.525965606465059
267,5.704744815826416,5.33551025390625,4.179661834941191,6.491358672871309
269,5.772295951843262,5.258331298828125,4.102482879863066,6.414179717793184
271,1.413017988204956,1.116851806640625,-0.03899661232443408,2.272700225605684
274,5.887199878692627,6.75933837890625,5.603489959941191,7.915186797871309
278,3.782357931137085,4.130462646484375,2.974614227519316,5.286311065449434
286,3.2788760662078857,3.349853515625,2.194005096659941,4.505701934590059
295,4.40424919128418,3.94287109375,2.787022674784941,5.098719512715059
296,3.259704113006592,2.956298828125,1.800450409159941,4.112147247090059
298,5.139557838439941,3.983154296875,2.827305877909941,5.139002715840059
303,5.783337116241455,5.424072265625,4.268223846659941,6.579920684590059
304,2.3328781127929688,2.6691627502441406,1.5133143312790815,3.8250111692091995
312,3.2219290733337402,3.2802734375,2.124425018534941,4.436121856465059
315,1.2670869827270508,1.27911376953125,0.12326535056619092,2.434962188496309
316,1.2670830488204956,1.27752685546875,0.12167843650369092,2.433375274433809
326,4.701609134674072,5.5096435546875,4.353795135722441,6.665491973652559
33,8.322854042053223,8.00537109375,6.849522674784941,9.161219512715059
342,6.278030872344971,6.8055419921875,5.649693573222441,7.961390411152559
345,4.768634796142578,4.937164306640625,3.781315887675566,6.093012725605684
349,6.376077175140381,5.565277099609375,4.409428680644316,6.721125518574434
350,0.0,0.3623046875,-0.7935437314650591,1.518153106465059
354,5.321630001068115,6.255126953125,5.099278534159941,7.410975372090059
363,5.321631908416748,6.25146484375,5.095616424784941,7.407313262715059
366,5.321630954742432,6.2532958984375,5.097447479472441,7.409144317402559
367,5.321633815765381,6.2525634765625,5.096715057597441,7.408411895527559
376,7.1283721923828125,6.961334228515625,5.805485809550566,8.117182647480684
