id,y_true,y_pred,lo,hi
1,4.596920967102051,5.070556640625,4.261040820794947,5.880072460455053
10,1.7916760444641113,2.0093994140625,1.1998835942324473,2.818915233892553
103,8.690258026123047,10.08642578125,9.276909961419948,10.895941601080052
11,2.452816963195801,2.48980712890625,1.6802913090761973,3.299322948736303
113,1.970270037651062,2.060546875,1.2510310551699473,2.870062694830053
116,8.224547386169434,6.33892822265625,5.529412402826197,7.148444042486303
129,4.360132217407227,5.2553558349609375,4.445840015130885,6.06487165479099
132,8.712574005126953,8.5072021484375,7.697686328607447,9.316717968267552
160,3.4205689430236816,3.787445068359375,2.977929248529322,4.596960888189428
162,7.444029808044434,8.290557861328125,7.481042041498072,9.100073681158177
163,6.186408996582031,6.145561218261719,5.336045398431666,6.955077038091772
184,5.754227161407471,5.8665771484375,5.057061328607447,6.676092968267553
199,5.492950916290283,5.26861572265625,4.459099902826197,6.078131542486303
216,4.7197442054748535,4.658935546875,3.849419727044947,5.468451366705053
217,7.575884819030762,5.6240739822387695,4.814558162408717,6.4335898020688225
222,4.998966217041016,4.84375,4.034234180169947,5.653265819830053
223,5.340489864349365,5.787321090698242,4.977805270868189,6.596836910528295
226,3.948111057281494,4.1291961669921875,3.3196803471621346,4.93871198682224
236,3.4955270290374756,3.6289520263671875,2.8194362065371346,4.43846784619724
238,6.157790184020996,5.920188903808594,5.110673083978541,6.729704723638647
249,5.4104461669921875,5.8287353515625,5.019219531732447,6.638251171392553
252,6.574048042297363,5.731689453125,4.922173633294947,6.541205272955053
261,5.3792619705200195,4.6273193359375,3.817803516107447,5.436835155767553
265,6.598658084869385,5.3701171875,4.560601367669947,6.179633007330053
267,5.704744815826416,5.33551025390625,4.525994434076197,6.145026073736303
269,5.772295951843262,5.258331298828125,4.448815478998072,6.067847118658178
271,1.413017988204956,1.116851806640625,0.3073359868105723,1.9263676264706777
274,5.887199878692627,6.75933837890625,5.949822559076197,7.568854198736303
278,3.782357931137085,4.130462646484375,3.320946826654322,4.939978466314428
286,3.2788760662078857,3.349853515625,2.540337695794947,4.159369335455053
295,4.40424919128418,3.94287109375,3.133355273919947,4.752386913580053
296,3.259704113006592,2.956298828125,2.146783008294947,3.765814647955053
298,5.139557838439941,3.983154296875,3.173638477044947,4.792670116705053
303,5.783337116241455,5.424072265625,4.614556445794947,6.233588085455053
304,2.3328781127929688,2.6691627502441406,1.859646930414088,3.4786785700741936
312,3.2219290733337402,3.2802734375,2.470757617669947,4.089789257330053
315,1.2670869827270508,1.27911376953125,0.4695979497011973,2.088629589361303
316,1.2670830488204956,1.27752685546875,0.4680110356386973,2.087042675298803
326,4.701609134674072,5.5096435546875,4.700127734857447,6.319159374517553
33,8.322854042053223,8.00537109375,7.195855273919947,8.814886913580052
342,6.278030872344971,6.8055419921875,5.996026172357447,7.615057812017553
345,4.768634796142578,4.937164306640625,4.127648486810572,5.746680126470678
349,6.376077175140381,5.565277099609375,4.755761279779322,6.374792919439428
350,0.0,0.3623046875,-0.4472111323300527,1.1718205073300527
354,5.321630001068115,6.255126953125,5.445611133294947,7.064642772955053
363,5.321631908416748,6.25146484375,5.441949023919947,7.060980663580053
366,5.321630954742432,6.2532958984375,5.443780078607447,7.062811718267553
367,5.321633815765381,6.2525634765625,5.443047656732447,7.062079296392553
376,7.1283721923828125,6.961334228515625,6.151818408685572,7.770850048345678
385,7.555100917816162,7.55841064453125,6.748894824701197,8.367926464361302
389,6.449330806732178,6.2701416015625,5.460625781732447,7.079657421392553
397,10.096921920776367,10.353240966796875,9.543725146966823,11.162756786626927
399,5.808962821960449,6.673851013183594,5.864335193353541,7.483366833013647
407,7.26249885559082,7.39306640625,6.583550586419947,8.202582226080052
409,9.918815612792969,8.9031982421875,8.093682422357448,9.712714062017552
411,7.715030193328857,5.96319580078125,5.153679980951197,6.772711620611303
423,5.222814083099365,5.23583984375,4.426324023919947,6.045355663580053
430,5.796357154846191,7.26068115234375,6.451165332513697,8.070196972173802
446,5.862915992736816,5.51947021484375,4.709954395013697,6.328986034673803
456,4.921616077423096,4.743408203125,3.933892383294947,5.552924022955053
458,8.486948013305664,8.462890625,7.653374805169947,9.272406444830052
459,9.085283279418945,8.8634033203125,8.053887500482448,9.672919140142552
460,7.04791784286499,7.16943359375,6.359917773919947,7.978949413580053
466,7.507966995239258,7.26519775390625,6.455681934076197,8.074713573736302
472,5.591069221496582,5.637939453125,4.828423633294947,6.447455272955053
482,8.32131576538086,8.05084228515625,7.241326465326197,8.860358104986302
5,7.94283390045166,8.23779296875,7.428277148919947,9.047308788580052
50,9.311030387878418,9.47576904296875,8.666253223138698,10.285284862798802
